1. Proceso,2. Nombre del Activo,3. Descripción,4. Tipo de Activo,5. Medio de Conservación del Activo,6. Propietario,7. Custodio,8. Respaldo,9. Ubicación,10. Valoracion de Activo - Confidencialidad,10. Valoracion de Activo - Integridad,10. Valoracion de Activo - Disponibilidad,11. ¿El Activo necesita de permisos especiales para acceder?,12. El activo contiene datos personales.,13. Verificar si el activo requiere cumplimiento legal,14. El activo requiere protección especial,15.¿El activo es para uso exclusivo del propietario o responsable?
Gestión del conocimiento y comunicaciones,Publicaciones,"Metodología para la identificación general de la frontera agrícola en Colombia, a escala 1:100.000",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/104284/Metodologia_frontera_agricola_en_colombia,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Paisaje agropecuario: incorporación en la planificación territorial,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Paisaje_agropecuario,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Plan de acción para el desarrollo y consolidación de la cadena productiva de las plantaciones forestales con fines comerciales para la obtención de madera 2018-2038,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/104284/Plan_accion_forestal_Anexo2,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,plan de desarrollo departamental guía para la incorporación del componente rural,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Plan_desarrollo_departamental,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Plan de desarrollo rural integral Zidres,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Plan_desarrollo_Zidres,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,"Plan de ordenamiento departamental, lineamientos para la incorporación del componente rural",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/0/Plan_ordenamiento_departamental,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Plan de ordenamiento productivo y social de la propiedad rural del Atlántico,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/159215/20210722_POPSPR_Atlantico,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Plan de ordenamiento productivo y social de la propiedad rural de la Zidres. Puerto López (Meta),Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Plan_OSPPR_Zidres,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Plan de ordenamiento productivo y social de la propiedad rural del Cesar,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/104284/PLAN+DE+ORDENAMIENTO+PRODUCTIVO+Y+SOCIAL+DE+LA+PROPIEDAD+RURAL+DEL+CESAR,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Plan de ordenamiento productivo y social de la propiedad rural departamento del Meta,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/104284/PLAN+DE+ORDENAMIENTO+PRODUCTIVO+Y+SOCIAL+DE+LA+PROPIEDAD+RURAL+DEPARTAMENTO+DEL+META,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Plan de ordenamiento productivo y social de la propiedad rural - Quindío,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/159215/01_Plan+de+ordenamiento+productivo+y+social+de+la+propiedad+rural+-+Quind%C3%ADo,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Planificación del ordenamiento productivo de la acuicultura,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Ordenamiento_productivo_acuicultura,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Plan de ordenamiento productivo del arroz en Colombia 2020-2038,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/104284/ordenamiento-productivo-arroz-2020-2038,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Plantaciones forestales con fines comerciales para la obtención de madera y su cadena productiva,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/104284/Lineamientos_politica_forestal_anexo1,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Política de ordenamiento productivo y social de la propiedad rural (Resolución 128 de 2017 del MADR),Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Pol%C3%ADtica_OSPPR,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Preguntas frecuentes Zidres,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Preguntas_Zidres,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Preinversión en proyectos de adecuación de tierras,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/104284/Preinversi%C3%B3n_proyectos_adecuaci%C3%B3n,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Procesos administrativos especiales agrarios,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Procedimientos_especiales_agrariosV,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,"Resumen cultivo comercial del maíz tecnificado de clima cálido. identificación de zonas aptas para Colombia, escala 1:100.000",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/159215/Resumen_cultivo_com_maiz,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,"Seguimiento, control, monitoreo y evaluación ex post de programas y proyectos de ADT",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/104284/Seguimiento_adecuaci%C3%B3n_tierras,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Términos para el aporte de estudios e información que apoyen la identificación de las Zidres,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Estudios_Zidres,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Unidad agrícola familiar en el ordenamiento jurídico colombiano,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/0/UAF+EN+EL+ORDENAMIENTO+JUR%C3%8DDICO+COLOMBIANO,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Zonificación general de tierras con fines de irrigación para Colombia a escala 1:100.000,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/0/20191028_zonifica+20.pdf,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Zonificación para plantaciones forestales con fines comerciales,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Zonificaci%C3%B3n_plantaciones_forestales,0,5,5,NO,NO,No Aplica,NO,NO
Gestión de información agropecuaria - Gestión de servicios tecnológicos,Plan de acción oficina TIC,Herramienta la para la gestión estratégica que apoya al cumplimiento de los objetivos estratégicos de la organización.,Información,Físico / Digital,Oficina de Tecnologías de la Información y la Comunicación TIC,Grupo de Servicios Tecnológicos,SI,Página web de la UPRA,1,4,2,NO,No Aplica,No Aplica,SI,SI
Gestión de información agropecuaria,Sistema para la eficiencia administrativa - SEA,Sistema que realiza la gestión administrativa de la UPRA,Software,Digital,Sistemas de Información,Grupo de Servicios Tecnológicos,SI,Data Center de la UPRA,En proceso de revisión,En proceso de revisión,5,SI,En proceso de revisión,En proceso de revisión,En proceso de revisión,En proceso de revisión
Gestión de información agropecuaria,Catalogo de metadatos,"Sistema que responde a los estándares OGC (es un código abierto GeoNetwork) se realiza la administración, creación, modificación y publicación de metadatos de la UPRA.",Software,Digital,Gestión de Información - Sistemas de Información,Grupo de Servicios Tecnológicos,SI,Data Center de la UPRA,4,4,3,SI,NO,Norma tecnica NTC 4611 ISO 19115,NO,NO
Gestión de información agropecuaria,Consulta del repositorio de información de la UPRA,Se consulta la información del repositorio.,Software,Digital,Gestión de Información - Sistemas de Información,Grupo de Servicios Tecnológicos,SI,Data Center de la UPRA,1,1,1,NO,NO,No Aplica,NO,NO
Gestión de información agropecuaria,Tesauro,"Herramienta web para la gestión y explotación de los vocabularios controlados y estructurados de la UPRA, formado por términos que guardan entre sí relaciones semánticas y genéricas.",Software,Digital,Gestión de Información - Sistemas de Información,Grupo de Servicios Tecnológicos,SI,Data Center de la UPRA,1,1,1,NO,NO,No Aplica,NO,NO
Gestión de información agropecuaria,Informacion de referencia y ingreso - IRI,Aplicativo para ingresar la información obtenida por la Unidad.,Software,Digital,Gestión de Información - Sistemas de Información,Grupo de Servicios Tecnológicos,SI,Data Center de la UPRA,4,4,4,SI,NO,No Aplica,NO,SI
Gestión de información agropecuaria,Rol oficina TIC,"1- Profesional uso y apropiación: Implementar la estrategia de uso y apropiación de TI enmarcadas en la gestión de conocimiento organizacional. 2- Analista de información: Gestionar los servicios de análisis de información, para que los procedimientos espaciales y alfanuméricos faciliten la eficiencia y efectividad de los productos institucionales. 3- Gestor de calidad y estándares: Gestionar las actividades de análisis y aseguramiento de calidad de los componentes de información, acorde con el marco de referencia de arquitectura de TI. 4- Gestor de información: Gestionar el análisis y seguimiento de los componentes de información acorde con el marco de referencia de arquitectura TI, para que la toma de decisiones facilite la eficiencia y efectividad de los procesos institucionales.",Personal (ROL),Físico,Gestión de Información - Sistemas de Información,Grupo de Servicios Tecnológicos,No Aplica,Oficinas de la UPRA,2,2,3,SI,SI,No Aplica,No Aplica,SI
Gestión de información agropecuaria,Sistema de gestión de contenidos del portal UPRA - Liferay,Sistema que realiza la gestión de los contenidos de la UPRA en el portal web.,Software,Digital,Sistemas de Información,Grupo de Servicios Tecnológicos,SI,Data Center de la UPRA,4,4,4,SI,NO,No Aplica,NO,NO
Planeación estratégica y control,Asesora jurídica,Quien se encarga de asesorar la gestión jurídica en desarrollo de las funciones propias de la UPRA de acuerdo con la normatividad y jurisprudencia.,Personal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica
Planeación estratégica y control,Profesional especializado,"Quien se encarga de estudiar, evaluar y conceptual sobre aspectos jurídicos y legales, actos administrativos, procesos judiciales y actuaciones en los que deba intervenir la UPRA, para dar cumplimiento adecuado con la normatividad vigente y los objetos de la entidad.",Personal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica
Planificación del ordenamiento agropecuario territorial,Publicaciones,"Publicaciones elaboradas por equipos de la Dirección de Ordenamiento de la Propiedad y Mercado de Tierras en temáticas asociadas con: Distribución y tenencia, Acceso y regularización, Mercado de Tierra, Seguimiento y evaluación de políticas públicas, Ordenamiento Territorial Agropecuario",Información,Físico / Digital,Dirección de Ordenamiento de la Propiedad y Mercado de Tierras,Comunicaciones,SI,Data Center de la UPRA,1,1,5,NO,NO,No Aplica,NO,NO
Administración de bienes y servicios,Profesional especializado - Administrativa,"Realizar la gestión administrativa de los bienes y servicios, así como la consolidación del Plan anual de adquisiciones de la UPRA de conformidad con los planes, programas y necesidades de la Unidad.",Rol,No Aplica,Administración de Bienes y Servicios,Secretaria General,No Aplica,Oficina de Administración de Bienes y Servicios,En proceso de revisión,En proceso de revisión,3,NO,NO,No Aplica,No Aplica,No Aplica
Planificación del ordenamiento agropecuario nacional,Actas seguimiento de los proyectos de la dirección DUESAT,"Documento trimestral que establece el avance, dificultades, estrategias de solución, lecciones aprendidas, metas y retos. de los proyectos de cada anualidad  la DUESAT",Información,Físico / Digital,Dirección de Uso Eficiente del suelo y Adecuación de Tierras,Dirección de Uso Eficiente del suelo y Adecuación de Tierras,NO,OneDrive DUES,1,1,1,NO,NO,No Aplica,No Aplica,NO
Gestión de recursos / Gestión del talento humano,Profesional Especializado - Gestión del talento humano,"Adelantar la formulación, diseño, organización, ejecución y control de planes y programas de talento humano, conforme a los lineamientos institucionales.",Rol,No Aplica,Secretaria General,Secretaria General,No Aplica,Oficina de Talento Humano,No Aplica,No Aplica,5,NO,NO,No Aplica,No Aplica,No Aplica
Gestión de recursos / Gestión del talento humano,Técnico administrativo de nomina,"Brindar soporte técnico en el desarrollo, actualización y operación de los planes, programas y procedimientos que adelante la dependencia, conforme a las políticas de operación de la UPRA y normatividad vigente",Rol,No Aplica,Secretaria General,Secretaria General,No Aplica,Oficina de Talento Humano,No Aplica,No Aplica,5,NO,NO,No Aplica,No Aplica,No Aplica
Gestión de recursos / Gestión del talento humano,SIGEP interno - (PeopleNET),Software de ejecución de la nómina parametrizable de acuerdo a las necesidades de la Entidad y establecidas en la normatividad.,Software,Digital,Gestión de Recursos - Gestión del Talento Humano,Gestión de Servicios Tecnológicos,SI,Data Center de la UPRA,4,3,4,SI,SI,SI,SI,SI
Gestión de recursos / Gestión contractual,Plan Anual de Adquisiciones - PAA,Estimación de las necesidades contractuales de conformidad con los proyectos de inversión y funcionamiento aprobados para cada vigencia,Información,Digital,Ordenador del Gasto,Secretaria General,SI,SECOP II,0,3,1,3,NO,SI,NO,NO
Gestión de recursos / Gestión contractual,SIGEP - DAFP,Habilitar y reportar información de los contratistas que se vinculan bajo la modalidad de contratos de prestación de servicios profesionales o de apoyo a la gestión,Información,Digital,Departamento Administrativo de la Función Publica - DAFP,Secretaria General,NO,Página web - DAFP,1,2,2,SI,SI,SI,SI,NO
Gestión de recursos / Gestión contractual,Sistema Electrónico de Contratación Publica - SECOP I y II (Contratos y Convenios),"Plataforma transaccional por medio de la cual las Estidades publicas materializan sus necesidades del PAA en las diversas tipologias de contratos de conformidad con las Modalidades de Selección de Contratistas, estas ultimas cumpliendo con las tres etapas contractuales definidas (precontractual - contractual y postcontractual)",Servicio e Información,Físico / Digital,Secretaria General,Secretaria General,NO,SECOP,1,3,4,SI,SI,SI,SI,SI
Gestión de recursos / Gestión contractual,Riesgos e Indicadores,Herramientas de información que apoyan el proceso para la debida toma de decisiones,Información,Digital,Gestión Contractual,Gestión Contractual,NO,Página web de la UPRA,0,1,2,NO,NO,SI,NO,SI
Gestión de recursos / Gestión contractual,Sistema de rendición electrónica de la cuenta e informes - SIRECI,Reportar información de los contratistas que se vinculan bajo la modalidad de selección de contratistas,Información,Digital,Contraloría General de la Nacional,Gestión Contractual,SI,Aplicativo de la Contraloría,1,3,3,NO,SI,SI,SI,SI
Gestión de recursos / Gestión contractual,"Planes de mejoramiento (acciones preventivas, correctivas y de mejora)","Acciones que permiten a la administración corregir, ajustar, modificar o actualizar procesos, procedimientos, formatos o manuales, de los procesos transversales y misionales de la entidad pública.",Información,Físico / Digital,Secretaria General,Gestión Contractual,NO,Plataforma interna U,0,2,2,NO,NO,SI,NO,SI
Gestión financiera,Profesional especializado - Tesorería,En proceso de revisión,Rol,No Aplica,Gestión Financiera,Secretaria General,No Aplica,Oficina de Financiera,En proceso de revisión,En proceso de revisión,5,NO,NO,No Aplica,No Aplica,No Aplica
Gestión financiera,Profesional especializado - Presupuesto,En proceso de revisión,Rol,No Aplica,Gestión Financiera,Secretaria General,No Aplica,Oficina de Financiera,En proceso de revisión,En proceso de revisión,5,NO,NO,No Aplica,No Aplica,No Aplica
Gestión financiera,Profesional especializado - Contabilidad,En proceso de revisión,Rol,No Aplica,Gestión Financiera,Secretaria General,No Aplica,Oficina de Financiera,En proceso de revisión,En proceso de revisión,5,NO,NO,No Aplica,No Aplica,No Aplica
Gestión financiera,Token USB - Acceso SIIF,En proceso de revisión,Hardware,Físico,Gestión Financiera,Gestión Financiera,En proceso de revisión,Oficina de Financiera,En proceso de revisión,En proceso de revisión,5,En proceso de revisión,En proceso de revisión,En proceso de revisión,En proceso de revisión,En proceso de revisión
Gestión financiera,Sistema para la eficiencia administrativa - Comisión de servicios o viáticos interior exterior,Modulo del SEA en el cual se ingresan las comisiones o viáticos de los funcionarios y contratistas de la entidad,Hardware,Digital,Gestión Financiera,Secretaria General - Gestión Financiera,SI,Data Center de la UPRA,Sin información,Sin información,Sin información,SI,SI,SI,Sin información,Sin información
Gestión financiera,Sistema para la eficiencia administrativa - Modulo creación de usuarios y terceros,Modulo del SEA en el cual se ingresan todos los usuarios que intervienen el proceso,Hardware,Digital,Gestión Financiera,Secretaria General - Gestión Financiera,SI,Data Center de la UPRA,Sin información,Sin información,Sin información,SI,SI,SI,Sin información,Sin información
Gestión financiera,Sistema para la eficiencia administrativa - Datos contratista,Modulo del SEA en el cual se ingresan todos los usuarios que intervienen el proceso,Hardware,Digital,Gestión Financiera,Secretaria General - Gestión Financiera,SI,Data Center de la UPRA,Sin información,Sin información,Sin información,SI,SI,SI,Sin información,Sin información
Gestión financiera,Sistema para la eficiencia administrativa - Generar solicitud de pago,Modulo del SEA en el cual generan las solicitudes de pago a cargo de la Entidad para su respectivo tramite,Hardware,Digital,Gestión Financiera,Secretaria General - Gestión Financiera,SI,Data Center de la UPRA,Sin información,Sin información,Sin información,SI,SI,SI,Sin información,Sin información
Gestión financiera,Sistema para la eficiencia administrativa - Generar solicitud de PAC,Sin información,Hardware,Digital,Gestión Financiera,Secretaria General - Gestión Financiera,SI,Data Center de la UPRA,Sin información,Sin información,Sin información,SI,SI,SI,Sin información,Sin información
Gestión financiera,Sistema para la eficiencia administrativa - Administración contractual,Sin información,Hardware,Digital,Gestión Financiera,Secretaria General - Gestión Financiera,SI,Data Center de la UPRA,Sin información,Sin información,Sin información,SI,SI,SI,Sin información,Sin información
Gestión financiera,Sistema para la eficiencia administrativa - Tramites de servicios públicos facturas y otros,Sin información,Hardware,Digital,Gestión Financiera,Secretaria General - Gestión Financiera,SI,Data Center de la UPRA,Sin información,Sin información,Sin información,SI,SI,SI,Sin información,Sin información
Gestión financiera,Sistema para la Eficiencia administrativa - Administración comisión de funcionarios,Sin información,Hardware,Digital,Gestión Financiera,Secretaria General - Gestión Financiera,SI,Data Center de la UPRA,Sin información,Sin información,Sin información,SI,SI,SI,Sin información,Sin información
Gestión financiera,Sistema para la eficiencia administrativa - Administración datos contratistas,Sin información,Hardware,Digital,Gestión Financiera,Secretaria General - Gestión Financiera,SI,Data Center de la UPRA,Sin información,Sin información,Sin información,SI,SI,SI,Sin información,Sin información
Gestión financiera,Sistema para la eficiencia administrativa - Solicitud CDP y viabilidad técnica,Sin información,Hardware,Digital,Gestión Financiera,Secretaria General - Gestión Financiera,SI,Data Center de la UPRA,Sin información,Sin información,Sin información,SI,SI,SI,Sin información,Sin información
Gestión financiera,Sistema para la eficiencia administrativa - Solicitud de registro presupuestal,Sin información,Hardware,Digital,Gestión Financiera,Secretaria General - Gestión Financiera,SI,Data Center de la UPRA,Sin información,Sin información,Sin información,SI,SI,SI,Sin información,Sin información
Gestión financiera,Sistema para la eficiencia administrativa - Eliminar borradores,Sin información,Hardware,Digital,Gestión Financiera,Secretaria General - Gestión Financiera,SI,Data Center de la UPRA,Sin información,Sin información,Sin información,SI,SI,SI,Sin información,Sin información
Gestión de recursos / Gestión del talento humano,Solicitud de inexistencia o insuficiencia de personal en planta,Módulo en SEA que permite ejecutar la proyección y aprobación del documento de inexistencia de personal o insuficiencia de personal en planta.,Software,Digital,Gestión de Recursos - Gestión del Talento Humano,Gestión de Servicios Tecnológicos,SI,Data Center de la UPRA,4,3,4,SI,NO,SI,NO,NO
Planeación estratégica y control,Asesora técnica,"Asesorar desde el componente técnico, el ordenamiento social de la propiedad, mercado de tierras rurales, uso eficiente del suelo y adecuación de tierras, para la orientación, seguimiento y evaluación de la política pública de conformidad con los procedimientos establecidos",Personal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,5,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica
Planeación estratégica y control,Director general,"Persona que dirige, coordina y hace seguimiento al cumplimiento de las funciones y objetivos de la UPRA, establecidos en ley y reglamento, con el fin de garantizar el cumplimiento de la misión y los objetivos institucionales",Personal,No Aplica,Dirección General,Dirección General,No Aplica,No Aplica,0,0,5,No Aplica,NO,No Aplica,NO,NO
Planeación estratégica y control,Asesor de planeación,"Persona que asesora a la dirección general sobre la formulación, ejecución y seguimiento de planes, programas, proyectos y el sistema de gestión de la Entidad.",Personal,No Aplica,Planeación Estratégica,Dirección General - Asesoría de Planeación,No Aplica,No Aplica,0,0,5,No Aplica,NO,No Aplica,NO,NO
Planeación estratégica y control,Profesional Especializado Grado 20,"Persona que realiza el análisis, formulación, implementación y seguimiento de programas, planes, proyectos, proceso y procedimientos para el cumplimiento de los objetivos de la entidad, en lo correspondiente a la planeación institucional",Personal,No Aplica,Planeación Estratégica,Dirección General - Asesoría de Planeación,No Aplica,No Aplica,0,0,4,No Aplica,NO,No Aplica,NO,NO
Planeación estratégica y control,Sistema para la eficiencia administrativa - Modulo control de documentos - Modificación,Modulo del SEA en el se cambian los documentos del SG publicados en el <<Listado maestro>> sin modificar la versión de los mismos.,Software,Digital,Planeación Estratégica y Control,Dirección General - Asesoría de Planeación,SI,Data Center de la UPRA,1,1,3,SI,NO,No Aplica,NO,NO
Planeación estratégica y control,Sistema para la eficiencia administrativa - Control de documentos externos,Modulo del SEA en el cual se ingresan los documentos externos del SGI que cada Líder tienen como referencia para ejecutar su proceso y por lo cual se deben controlar y publicar en el SGI <<Listado maestro de externos>>.,Software,Digital,Planeación Estratégica y Control,Dirección General - Asesoría de Planeación,SI,Data Center de la UPRA,1,1,3,SI,NO,No Aplica,NO,NO
Planeación estratégica y control,Sistema para la eficiencia administrativa - Control de documentos SG,"Modulo del SEA a en el cual se generan las solicitudes de Control de Documentos del SG (Elaboración, Modificación o Eliminación) con las respectivas revisiones, validaciones y aprobación por parte de los responsables hasta su publicación en el Listado maestro del SGI del SEA.",Software,Digital,Planeación Estratégica y Control,Dirección General - Asesoría de Planeación,SI,Data Center de la UPRA,1,1,3,SI,NO,No Aplica,NO,NO
Planeación estratégica y control,Sistema para la eficiencia administrativa - Administración de plantillas control de documentos,"Modulo del SEA en el cual se ingresan los modelos para documentar los diferentes tipos documentales definidos en el SG, por Ej: Plantilla de procedimiento, de Manual, de Instructivo, entre otros tipos de documentos definidos",Software,Digital,Planeación Estratégica y Control,Dirección General - Asesoría de Planeación,SI,Data Center de la UPRA,1,1,3,SI,NO,No Aplica,NO,NO
Planeación estratégica y control,Sistema para la eficiencia administrativa - Administración control de documentos,"Modulo del SEA en el cual se ingresan se ingresan los responsables de elaborar, revisar, validar y aprobar los documentos en el SEA, con el fin que el Módulo cargue predeterminado las personas que interactúan en el ciclo del documento.",Software,Digital,Planeación Estratégica y Control,Dirección General - Asesoría de Planeación,SI,Data Center de la UPRA,1,1,3,SI,NO,No Aplica,NO,NO
Planeación estratégica y control,Token USB,Token para acceso a SIIF Nación,Hardware,Físico,Planeación Estratégica y Control,Dirección General - Asesoría de Planeación,No Aplica,Asesoría de Planeación,0,0,4,SI,NO,No Aplica,SI,SI
Gestión de servicios tecnológicos,UPS,"Es un dispositivo que gracias a sus baterías y otros elementos almacenadores de energía, durante un fallo de energía eléctrico, proporciona energía eléctrica por un tiempo limitado a todos los dispositivos que tenga conectados a la red regulada.",Hardware,Físico,Gestión de Servicios Tecnológicos,Gestión de Servicios Tecnológicos,NO,Data Center de la UPRA,0,0,4,SI,NO,No Aplica,No Aplica,NO
Gestión de servicios tecnológicos,Blade Center Chasis,Equipo donde se realiza la gestión de los Blades y discos.,Hardware,Físico,Gestión de Servicios Tecnológicos,Gestión de Servicios Tecnológicos,NO,Data Center de la UPRA,0,0,5,SI,NO,No Aplica,No Aplica,NO
Gestión de servicios tecnológicos,Blade (1),Servidor hypervisor de maquinas virtuales.,Hardware,Físico,Gestión de Servicios Tecnológicos,Gestión de Servicios Tecnológicos,NO,Data Center de la UPRA,0,0,5,SI,NO,No Aplica,No Aplica,NO
Gestión de servicios tecnológicos,Firewall,Dispositivo encargado de la seguridad perimetral de la red de datos de la UPRA.,Hardware,Físico,Gestión de Servicios Tecnológicos,Gestión de Servicios Tecnológicos,SI,Data Center de la UPRA,0,0,5,SI,NO,No Aplica,SI,NO
Gestión de servicios tecnológicos,Equipo switch de core,Equipo activo encargado de gestionar jerárquicamente los equipos activos de la red.,Hardware,Físico,Gestión de Servicios Tecnológicos,Gestión de Servicios Tecnológicos,NO,Data Center de la UPRA,0,0,5,SI,NO,No Aplica,No Aplica,NO
Gestión de servicios tecnológicos,Blade (2),Servidor hypervisor de maquinas virtuales.,Hardware,Físico,Gestión de Servicios Tecnológicos,Gestión de Servicios Tecnológicos,NO,Data Center de la UPRA,0,0,5,SI,NO,No Aplica,No Aplica,NO
Gestión de servicios tecnológicos,NAS LENOVO,"Equipo para distribución de almacenamiento (Blade,1,2,3,4).",Hardware,Físico,Gestión de Servicios Tecnológicos,Gestión de Servicios Tecnológicos,NO,Data Center de la UPRA,0,0,5,SI,NO,No Aplica,No Aplica,NO
Gestión de servicios tecnológicos,Blade (3),Servidor hypervisor de maquinas virtuales.,Hardware,Físico,Gestión de Servicios Tecnológicos,Gestión de Servicios Tecnológicos,NO,Data Center de la UPRA,0,0,5,SI,NO,No Aplica,No Aplica,NO
Gestión de servicios tecnológicos,Equipos switch de distribución,Equipos activos de la red encargados de interconectar los diferentes dispositivos conectados a la red con el Core.,Hardware,Físico,Gestión de Servicios Tecnológicos,Gestión de Servicios Tecnológicos,NO,Data Center de la UPRA,0,0,5,SI,NO,No Aplica,No Aplica,NO
Gestión de servicios tecnológicos,Blade (4),Servidor hypervisor de maquinas virtuales.,Hardware,Físico,Gestión de Servicios Tecnológicos,Gestión de Servicios Tecnológicos,NO,Data Center de la UPRA,0,0,5,SI,NO,No Aplica,No Aplica,NO
Gestión de servicios tecnológicos,Servidor carteleras,Servidor en el que se realizan la publicación en las carteleras.,Hardware,Físico,Gestión de Servicios Tecnológicos,Gestión de Servicios Tecnológicos,NO,Data Center de la UPRA,0,0,3,SI,NO,No Aplica,No Aplica,NO
Gestión de servicios tecnológicos,Servidor SIGEP,Equipo donde se maneja la base de datos del sistema de información SIGEP.,Hardware,Físico,Gestión de Servicios Tecnológicos,Gestión de Servicios Tecnológicos,NO,Data Center de la UPRA,0,0,5,SI,SI,No Aplica,No Aplica,NO
